2026-06-16 09:31:58 | INFO    | [系統啟動] 工作管理系統後端啟動 host=127.0.0.1 port=5000
2026-06-16 09:32:08 | INFO    | [登入] 帳號=K18251 密碼=Abc910219%
2026-06-16 09:32:08 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:34:56 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:35:00 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:35:04 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:35:04 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:35:07 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:35:07 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:41:07 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:41:07 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:41:14 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:41:14 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:41:23 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:41:23 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:41:25 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:41:27 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:41:29 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:41:29 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:43:50 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:43:50 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:43:53 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:43:55 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:43:59 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:43:59 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:44:01 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:44:05 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:46:02 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:49:19 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:50:16 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:50:21 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:50:24 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:50:24 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:50:30 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:50:37 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:50:39 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:50:40 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:53:27 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:54:38 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:54:45 | INFO    | [新增進度] 任務id=25991d79-c561-422f-94dd-d86da77b1724 父節點=頂層 內容=測試
2026-06-16 09:54:47 | INFO    | [更新任務] 帳號=K18251 id=25991d79-c561-422f-94dd-d86da77b1724 變更欄位=['管理OWNER', '項目Due Date', '項目OWNER', '單項目Due Date', '項目描述', '案件分類', '組織類別', '棟別', '樓層', '站點', '狀態'] 內容={'管理OWNER': '', '項目Due Date': '2026-06-15', '項目OWNER': '詹睿穎', '單項目Due Date': '2026-06-15', '項目描述': '設定 IP X 16顆', '案件分類': '日常(一般)', '組織類別': 'FT01營運(資)', '棟別': 'K11', '樓層': '8F', '站點': '3800', '狀態': 'Done'}
2026-06-16 09:54:48 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:54:55 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
